category,country,director,douban_rate,download_url,introduce,language,main_actor,movie_time,name,publish_date
剧情/喜剧/动画/奇幻,中国 ,饺子 Yu Yang ,8.6/10 from 963656 users ,ftp://ygdy8:ygdy8@yg18.dydytt.net:5005/阳光电影www.ygdy8.com.哪吒之魔童降世.BD.1080p.国语中英双字.mkv,天地灵气孕育出一颗能量巨大的混元珠，元始天尊将混元珠提炼成灵珠和魔丸，灵珠投胎为人，助周伐纣时可堪大用；而魔丸则会诞出魔王，为祸人间。元始天尊启动了天劫咒语，3年后天雷将会降临，摧毁魔丸。太乙受命将灵珠托生于陈塘关李靖家的儿子哪吒身上。然而阴差阳错，灵珠和魔丸竟然被掉包。本应是灵珠英雄的哪吒却成了混世大魔王。调皮捣蛋顽劣不堪的哪吒却徒有一颗做英雄的心。然而面对众人对魔丸的误解和即将来临的天雷的降临，哪吒是否命中注定会立地成魔？他将何去何从？ ,普通话 ,吕艳婷 Yanting Lü ,110分钟 ,Ne Zha/Nezha: Birth of the Demon Child ,2019-07-13(大规模点映)/2019-07-26(中国) 
古装/悬疑/剧情,中国大陆 ,童辉 ,,ftp://ygdy8:ygdy8@yg18.dydytt.net:7010/阳光电影www.ygdy8.com.狄仁杰之深海龙宫.HD.2160p.国语中字.mp4,影片讲述，唐·垂拱四年，南方连续十个月大旱，武则天（徐冬冬饰）召归墟国献龙珠祈雨，在海上运送龙珠的途中，神秘“鲛人”从海中突然出现，大肆杀人并盗走龙珠。因在断案之中舍弃情爱选择法度而痛失所爱，正在酒楼买醉堕落潦倒的狄仁杰（连凯饰）被紧急召集限期破案，与大理寺少卿莫凌飞（尹子维饰）联手探龙宫，查鲛人杀人悬案解大唐危机。 ,普通话 ,徐冬冬 Dongdong Xu ,,大理寺机密 ,2020-02-21(中国) 
剧情/悬疑/犯罪,中国大陆 ,柯汶利 Sam Quah ,"7.7/10 from 421,627 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:8009/阳光电影www.ygdy8.com.误杀.HD.1080p.国语中英双字.mp4,评分最高的华语电影(提名) ,普通话 ,肖央 Yang Xiao ,112分钟 ,Sheep Without a Shepherd/Visual ,2019-12-07(大规模点映) / 2019-12-13(中国大陆) 
恐怖/惊悚,"中国香港,中国台湾 ",陈鹏振 Pang-chun Chan ,4.0/10 from 74 users ,ftp://ygdy8:ygdy8@yg39.dydytt.net:5008/阳光电影www.ygdy8.com.绑灵.BD.1080p.国粤双语中字.mkv,罗校长(袁祥仁 饰)和方老师(小薰 饰)分别带着他们在校内各处参观并解述历史。众人来到校内博物馆，看到战时日军资料时均感到无比兴奋。他们更在旧存刊物中，看到一本旧生日记，竟记录了过往旧生曾遇到的种种灵异事件，里面更提到一宗学生神秘失踪事件，究竟内里隐藏了什麽秘密？他们会否也遇上相同的灵异事件？ ,粤语/普通话 ,惠英红 Kara Wai Ying Hung ,90分钟 ,绑灵/Blinding Souls ,2019-09-05(中国香港) 
剧情/动作,中国香港 ,李志伦 Jacky Lee ,,ftp://ygdy8:ygdy8@yg90.dydytt.net:6011/阳光电影www.ygdy8.com.不义之战.BD.1080p.国粤双语中字.mkv,香港，一名潦倒警探谭家明（谭耀文 饰）患有精神分裂症，与太太阿雪（杨恭如 饰）互相扶持，一日，他遇上城中雷厉风行的辣警霸王花Madam梁（梁琤 饰）…… ,粤语/普通话 ,谭耀文 Patrick Tam ,96分钟 ,不义之战/辣警霸王花2/辣警霸王花2不义之战 ,2019-09-26(中国香港) 
喜剧,中国大陆 ,于淼 Miao Yu ,,ftp://ygdy8:ygdy8@yg18.dydytt.net:8010/阳光电影www.ygdy8.com.大赢家.HD.1080p.国语中英双字.mp4,在银行同事们眼里，严谨（大鹏饰）是个十足的怪咖，凡事认真恪守原则，总是得罪行长，以至于连累大家奖金泡汤。一次偶然的机会，银行接到公安局举办的抢劫演习的任务，大家都想糊弄过去早点回家，严瑾却认认真真当起了“劫匪”…… ,普通话 ,大鹏 Chengpeng Dong ,,The Winners ,2020-03-20(中国大陆) 
剧情/历史,中国大陆 / 哈萨克斯坦 ,西尔扎提·亚合甫 Xirzat Yahup ,7.0/10 from 1839 users ,ftp://ygdy8:ygdy8@yg18.dydytt.net:8011/阳光电影www.ygdy8.com.音乐家.HD.1080p.国语中英双字.mkv,天坛奖(提名) 西尔扎提·亚合甫 ,汉语普通话 / 俄语 ,胡军 Jun Hu ,104分钟 ,The Composer ,2019-04-13(北京国际电影节) / 2019-05-17(中国大陆) 
剧情/历史,"英国,法国",菲莉帕·洛索普 Philippa Lowthorpe,6.9/10 from 1286 users,ftp://ygdy8:ygdy8@yg78.dydytt.net:7002/阳光电影www.ygdy8.com.品行不端.BD.1080p.中英双字幕.mkv,讲述1970年世界小姐选美比赛是全球亿万观众瞩目的国际盛事，一个新组成的女权组织认为选美是贬低女性，因此极力反对，更于比赛期间在众目睽睽下冲上舞台，扰乱和阻碍比赛进行。虽然她们立即就被逐离场，而比赛亦继续进行，但更触动观众神经的一幕却随即上演：当晚夺冠的佳丽竟然不是大热的瑞典小姐，而是来自西印度群岛岛国格林纳达的Jennifer Hosten，以黑马之姿成为史上首位获胜的黑人女性。就在短短一小时内，全球观众亲眼目睹父权主义被公然挑战，西方审美观亦被全然颠覆，一场选美翻起千重浪，亦为女权运动打下漂亮的一仗。,英语,凯拉·奈特莉 Keira Knightley,106分钟,品行不端/逆权选美(港)/爱美奖行动(台)/环球小姐逆行路,2020-03-09(伦敦首映) / 2020-03-13(英国)
剧情/悬疑/犯罪,中国大陆 ,薛晓路 Xiaolu Xue ,"5.7/10 from 16,578 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:7001/阳光电影www.ygdy8.com.吹哨人.HD.1080p.国语中英双字.mp4,一通深夜来电，打破了澳洲华人职员马珂（雷佳音 饰）的平静生活。消失多年的前女友周雯（汤唯 饰）突然出现、神秘杀手接踵而至。面对层层追杀，马珂带周雯奔赴非洲寻找真相。他逐渐意识到，自己正在负责的跨国交易背后另有阴谋，是做个“吹哨人”向社会公布真相？还是视而不见明哲保身？马珂不得面对两难选择。与此同时，马珂发现本以为和自己“同病相怜”的周雯也绝不是看上去那么“简单”。真相越埋越深，更大的危机也正在逼近…… ,汉语普通话 ,雷佳音 Jiayin Lei ,139分钟 ,The Whistleblower ,2019-12-06(中国大陆) 
剧情/喜剧,中国大陆 ,李非 Fei Li ,"6.2/10 from 48,160 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:8001/阳光电影www.ygdy8.com.两只老虎.HD.1080p.国语中英双字.mp4,低配绑匪遇上了极品人质，威逼不成，反被人质利诱，替人质办了三件事的荒诞喜剧。 ,普通话 ,葛优 You Ge ,96分钟 ,Two Tigers ,2019-11-29(中国大陆) 
剧情/喜剧,中国大陆 ,徐峥 Zheng Xu ,"6.2/10 from 90,658 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:4001/阳光电影www.ygdy8.com.囧妈.HD.1080p.国语中英双字.mp4,最值得期待的华语电影(提名) ,普通话 ,徐峥 Zheng Xu ,126分钟 ,Lost in Russia ,2020-01-25(中国大陆) 
悬疑/惊悚/犯罪,中国香港 ,冯志强 Chi Keung Fung ,"6.7/10 from 26,729 users ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8050/阳光电影www.ygdy8.com.犯罪现场.BD.1080p.国粤双语中字.mkv,《犯罪現場》以通缉犯徐糠伏尸屋事件开始，负责调查的警官林法栋（张继聪 饰）发现涉及一宗一个月前的劫案，当中同谋包括汪新元（古天乐 饰）、红毛（凌文龙 饰）与欧阳（李灿森 饰），而犯罪现场唯一目击证人是一只鹦鹉，林法栋锁定汪新元为嫌犯。不过案情卻不如想像中直接…… ,粤语/国语 ,古天乐 Louis Koo ,105分钟 ,A Witness out of the Blue ,2019-10-12(中国) / 2019-10-24(中国香港) 
剧情,中国/中国香港 ,罗永昌 Wing-cheong Law ,7.2/10 from 7321 users ,ftp://ygdy8:ygdy8@yg18.dydytt.net:8002/阳光电影www.ygdy8.com.小Q.BD.1080p.国粤双语中字.mkv,本片讲述了聪明可爱的小Q在训练师悉心照料和训练过程中成长为一只合格的导盲犬，并遇到了主人李宝庭（任达华饰）——中年失明、孤僻又坏脾气的天才糕点师。他们共同生活的日子里，小Q逐渐融化并走入了宝庭的心里，温情的陪伴令处于低谷期的宝庭有了新 生活，一人一犬，深深的羁绊，他们谁也无法再失去彼此。 ,粤语/普通话 ,任达华 Simon Yam ,107分钟 ,Little Q ,2019-08-15(中国香港) / 2019-09-20(中国) 
悬疑/犯罪,中国香港/中国大陆 ,黎兆钧 Zhaojun Li ,"6.1/10 from 11,330 users ",ftp://ygdy8:ygdy8@yg39.dydytt.net:5005/阳光电影www.ygdy8.com.催眠·裁决.BD.1080p.国粤双语中字.mkv,轰动全港的林氏家族凶杀案踏入审讯最后一天，陪审团准备退庭商议时，成员之一许立生（张家辉饰）突然收到女儿茵茵（艾米饰）被绑架的消息，神秘人要求曾为国际催眠权威的立生通过催眠术令陪审团裁定被告谋杀罪名成立，否则其女儿将被撕票，这也就意味着立生必须在狭小的空间内、众目睽睽之下，不用专业工具隐秘地催眠至少4个人。立生偷偷将茵茵被绑架的讯息转发给曾为国内特种部队成员的小舅杨凯（张翰饰）后，进入了退庭商议室… ,粤语/普通话 ,张家辉 Nick Cheung ,94分钟 ,催眠·裁决/催眠裁決 ,2019-10-25(中国大陆) / 2019-11-07(中国香港) 
剧情/爱情,中国大陆 ,冯小刚 Xiaogang Feng ,"6.5/10 from 62,186 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:7003/阳光电影www.ygdy8.com.只有芸知道.HD.1080p.国语中英双字.mkv,改编自冯小刚挚友的真实爱情经历，讲述了隋东风和罗芸之间相濡以沫的动人爱情故事。但罗芸隐藏了一个只有她知道的秘密，秘密的背后却是她对隋东风刻骨铭心的爱…… ,"普通话,英语 ",黄轩 Xuan Huang ,132分钟 ,Only Cloud Knows ,2019-12-20(中国大陆) 
喜剧/爱情,中国大陆 ,周申 Shen Zhou / 刘露 Lu Liu ,"7.6/10 from 133,423 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:8003/阳光电影www.ygdy8.com.半个喜剧.HD.1080p.国语中字.mkv,三个自由浪漫的年轻人，过着各怀心思的人生：有人急着摆脱单身，有人想在结婚前放荡一番，有人想在 大城市站稳脚跟。因为一次情感出轨，三人扭结成了一团“嬉笑怒骂”的乱麻。当各种价值观碰撞在一起， 当一个人需要平衡亲情友情与爱情......他们慌乱的生活，就像是半个喜剧。 ,普通话 ,任素汐 Suxi Ren ,111分钟 ,Almost a Comedy ,2019-12-20(中国大陆) 
喜剧/爱情,中国香港 ,叶念琛 Patrick Kong ,,ftp://ygdy8:ygdy8@yg18.dydytt.net:8004/阳光电影www.ygdy8.com.我的100分男友.HD.1080p.国粤双语中字.mkv,轻有为的股坛狙击手马奋（陈家乐饰）身份神秘，行踪低调，在他的字典里，从来没有「失败」两字。故事由马奋遇上阿宝（李靖筠饰）开始，彼此人生出现了戏剧性的变化！阿宝从小到大都不相信好事会降临在自己身上，双亲早逝的宝，所有梦想对她而言也是遥不可及。宝身兼多职，在卡啦OK当兼职Promoter。一晚马奋与公司高层职员在夜店贵宾房召开秘密会议，因马奋用钱打发了几位上前搭讪的性感女郎，宝以为马奋就是害她好姊妹Pauline自杀的情场骗子，遂上前指骂马，此时大耳窿突然来到夜店找宝还钱，各人拉扯之间，宝手拉着马奋离开。原来宝把马带到医院探望昏迷不醒的Pauline，Pauline大哥牛荣等人以为马是Pauline男友，要他为妹妹自杀负上责任，牛认为只有马能唤醒Pauline，为怕他逃之夭夭，故决定强行把他带回家。马奋与宝相处后，觉得这女子天真可爱。宝向马娓娓道来自己一段悲惨身世，她对命运逆来顺受的人生观让一直相信人定胜天的马听得不是味儿，马搬出深信不疑的「吸引力法则」来劝导宝要改变命运。最后，宝等人终于知道马不是Pauline男友，马搬离宝家，并答应宝会再来找她。过了一个月，宝离家上班，发现门前停泊了一辆名贵房车，而名车的主人正是马，宝发现马竟是一个如假包换的有钱人！一个灰姑娘无端闯进有钱人世界的历险故事，现在才正式开始！ ,国语/粤语 ,陈家乐 Carlos Chan ,94分钟 ,我的100分男友/我的筍盤男友/我的笋盘男友 ,2020-01-25(中国香港/中国大陆) 
剧情/喜剧/爱情,中国大陆 ,杨子 Larry Yang ,"6.1/10 from 105,271 users ",ftp://ygdy8:ygdy8@yg18.dydytt.net:7004/阳光电影www.ygdy8.com.宠爱.HD.1080p.国语中英双字.mkv,电影《宠爱》共由6段温暖的故事组成，不同年龄段的人们，在宠物的陪伴和守护中，收获爱、发现爱，更重新学会爱。在“爱”的主线下，一系列关于亲情、友情、爱情的故事逐一展开。电影《宠爱》将于12月31日，全国公映，陪大家一起温暖跨年。 ,普通话 ,于和伟 Hewei Yu ,108分钟 ,Adoring ,2019-12-31(中国大陆) 
动作,中国大陆 ,丁晟 Sheng Ding ,"5.2/10 from 12,990 users ",ftp://ygdy8:ygdy8@yg39.dydytt.net:4009/阳光电影www.ygdy8.com.特警队.HD.1080p.国语中字.mp4,《特警队》是华语内地警匪片中第一部完全以特警为主角的电影，影片以真实的特警精英队伍“蓝剑突击队”为人物原型，讲述了特警队员们对内在实战演练中互相博弈，置身训练场不断淬炼自我，场场来真的；对外无惧艰险，深入虎穴，齐心协力捣毁制毒基地、解救线人，共同守护城市安全的故事。 ,普通话 ,凌潇肃 Xiao-su Ling ,109分钟 ,S.W.A.T. ,2019-12-27(中国大陆) 
剧情/动作/冒险/古装,"美国,中国大陆",妮琪·卡罗 Niki Caro,5.9/10 from 19484 users,ftp://ygdy8:ygdy8@yg69.dydytt.net:8015/阳光电影www.ygdy8.com.花Mulan.HD.1080p.中英双字幕.mkv,最值得期待的外语电影(提名),"英语,汉语普通话",刘亦菲 Yifei Liu,115分钟,花木兰/木兰传说/花木兰真人版/迪士尼真人版花木兰,2020-09-04(美国网络) / 2020-09-11(中国大陆)
动作/惊悚,美国 ,马特·伊斯坎达里 Matt Eskandari ,4.2/10 from 246 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8540/阳光电影www.ygdy8.com.虎胆杀机.BD.1080p.中英双字幕.mkv,一伙悍匪趁夜袭击了一名年轻女子所在的医院来寻找他们的犯罪证据——残留在女子腿部的一颗子弹。一位受命保护女子的老警察成了此时女子免遭杀害的唯一希望。 ,英语/西班牙语 ,布鲁斯·威利斯 Bruce Willis ,87分钟 ,虎胆杀机/创伤中心 ,2019-12-06(美国) 
剧情/悬疑/犯罪,中国大陆 ,李骏 Jun Li ,"6.6/10 from 12,782 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:7540/阳光电影www.ygdy8.com.长安道.HD.1080p.国语中字.mp4,身为历史学教授的万正纲遭到警察怀疑，作为女儿的赵红雨决心找父亲探询真相，却不料陷入一场更大的危机。是夫妻反目成仇引发的悲剧？还是父女冰释前嫌时突遇袭击？在邵宽城的调查下，随着真相浮出水面的，是一场真正关于人性的博弈…… ,普通话 ,范伟 Wei Fan ,113分钟 ,Hunt Down/Chang an Dao ,2019-11-15(中国大陆) 
剧情/悬疑/犯罪,中国大陆 ,李骏 Jun Li ,"6.6/10 from 12,782 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:7540/阳光电影www.ygdy8.com.长安道.HD.1080p.国语中字.mp4,身为历史学教授的万正纲遭到警察怀疑，作为女儿的赵红雨决心找父亲探询真相，却不料陷入一场更大的危机。是夫妻反目成仇引发的悲剧？还是父女冰释前嫌时突遇袭击？在邵宽城的调查下，随着真相浮出水面的，是一场真正关于人性的博弈…… ,普通话 ,范伟 Wei Fan ,113分钟 ,Hunt Down/Chang an Dao ,2019-11-15(中国大陆) 
剧情/喜剧/爱情,中国 ,申奥 Ao Shen ,"6.7/10 from 41,428 users ",ftp://ygdy8:ygdy8@yg68.dydytt.net:8039/阳光电影www.ygdy8.com.受益人.HD.1080p.国语中英双字.mkv,吴海（大鹏 饰）为了给罹患哮喘的6岁儿子治病，在好友钟振江（张子贤 饰）的怂恿下，刻意结识了一个与他同样身处边缘和底层的网络女主播淼淼（柳岩 饰），决心酝酿一场别有用心的婚姻骗局…… ,普通话 ,大鹏 Chengpeng Dong ,112分钟 ,My Dear Liar ,2019-11-08(中国大陆) 
剧情/动作/犯罪,中国/中国香港 ,文伟鸿 Jazz Boon ,6.5/10 from 91824 users ,ftp://ygdy8:ygdy8@yg39.dydytt.net:4002/阳光电影www.ygdy8.com.使徒行者2：谍影行动.BD.1080p.国粤双语中字.mkv,童年兄弟意外失散，30年后因一桩罪案相见，两人已身处不同阵营。随着对罪案调查的深入，一个多年来隐于幕后的恐怖组织渐渐浮出水面。 ,粤语/普通话 ,张家辉 Nick Cheung ,98分钟 ,Line Walker 2 ,2019-08-07(中国大陆) 
喜剧/动作/爱情/犯罪/悬疑,中国/中国香港 ,吕冠南 Koon-nam Lui/谭广源 Frankie Tam ,3.6/10 from 596 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7542/阳光电影www.ygdy8.com.潜行者.BD.1080p.国粤双语中字.mkv,故事开始于卧底警察潜伏黑帮，意外的坐上了黑帮老大的位置，不料被大毒枭设计一步步拖入公海的魔鬼运输船；恰逢此时，一支神秘的第三方部队正在展开他们的复仇之路，命运的纠葛从此开始。在三方力量的角逐中，激烈的搏斗、刀战、枪战、狙击战、遥控炸弹，层层升级步步惊心。在法与情，爱与恨，兄弟和女人之间，有些事情总要有人去做。 ,粤语/普通话 ,伍允龙 Philip Ng ,90分钟 ,Undercover Punch and Gun/Undercover vs Undercover ,2019-06-28(中国) 
剧情/历史/战争,中国 ,陈力 Li Chen ,"6.5/10 from 3,683 users ",ftp://ygdy8:ygdy8@yg49.dydytt.net:4005/阳光电影www.ygdy8.com.古田军号.HD.1080p.国语中字.mkv,最佳录音(提名) 王印刚/纪成钢 ,普通话 ,王仁君 Renjun Wang ,120分钟 ,The Bugle from Gutian ,2019-08-01(中国) 
剧情/战争,中国香港 ,黄泰来 Taylor Wong ,6.7/10 from 1136 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8543/阳光电影www.ygdy8.com.爱人同志.BD.720p.国粤双语中字.mkv,最佳男配角(提名) 成奎安 ,粤语/普通话 ,刘德华 Andy Lau ,100分钟 ,爱人同志 / 愛人同志 ,1989-12-21(中国香港) 
