id,name,country,category,url,introduce,lang,main_actor,movietime,publishdate
51,不义之战/辣警霸王花2/辣警霸王花2不义之战 ,中国香港 ,剧情/动作,ftp://ygdy8:ygdy8@yg90.dydytt.net:6011/阳光电影www.ygdy8.com.不义之战.BD.1080p.国粤双语中字.mkv,香港，一名潦倒警探谭家明（谭耀文 饰）患有精神分裂症，与太太阿雪（杨恭如 饰）互相扶持，一日，他遇上城中雷厉风行的辣警霸王花Madam梁（梁琤 饰）…… ,粤语/普通话 ,谭耀文 Patrick Tam ,96分钟 ,2019-09-26(中国香港) 
52,The Winners ,中国大陆 ,喜剧,ftp://ygdy8:ygdy8@yg18.dydytt.net:8010/阳光电影www.ygdy8.com.大赢家.HD.1080p.国语中英双字.mp4,在银行同事们眼里，严谨（大鹏饰）是个十足的怪咖，凡事认真恪守原则，总是得罪行长，以至于连累大家奖金泡汤。一次偶然的机会，银行接到公安局举办的抢劫演习的任务，大家都想糊弄过去早点回家，严瑾却认认真真当起了“劫匪”…… ,普通话 ,大鹏 Chengpeng Dong ,,2020-03-20(中国大陆) 
53,The Composer ,中国大陆 / 哈萨克斯坦 ,剧情/历史,ftp://ygdy8:ygdy8@yg18.dydytt.net:8011/阳光电影www.ygdy8.com.音乐家.HD.1080p.国语中英双字.mkv,天坛奖(提名) 西尔扎提·亚合甫 ,汉语普通话 / 俄语 ,胡军 Jun Hu ,104分钟 ,2019-04-13(北京国际电影节) / 2019-05-17(中国大陆) 
54,品行不端/逆权选美(港)/爱美奖行动(台)/环球小姐逆行路,"英国,法国",剧情/历史,ftp://ygdy8:ygdy8@yg78.dydytt.net:7002/阳光电影www.ygdy8.com.品行不端.BD.1080p.中英双字幕.mkv,讲述1970年世界小姐选美比赛是全球亿万观众瞩目的国际盛事，一个新组成的女权组织认为选美是贬低女性，因此极力反对，更于比赛期间在众目睽睽下冲上舞台，扰乱和阻碍比赛进行。虽然她们立即就被逐离场，而比赛亦继续进行，但更触动观众神经的一幕却随即上演：当晚夺冠的佳丽竟然不是大热的瑞典小姐，而是来自西印度群岛岛国格林纳达的Jennifer Hosten，以黑马之姿成为史上首位获胜的黑人女性。就在短短一小时内，全球观众亲眼目睹父权主义被公然挑战，西方审美观亦被全然颠覆，一场选美翻起千重浪，亦为女权运动打下漂亮的一仗。,英语,凯拉·奈特莉 Keira Knightley,106分钟,2020-03-09(伦敦首映) / 2020-03-13(英国)
55,The Whistleblower ,中国大陆 ,剧情/悬疑/犯罪,ftp://ygdy8:ygdy8@yg18.dydytt.net:7001/阳光电影www.ygdy8.com.吹哨人.HD.1080p.国语中英双字.mp4,一通深夜来电，打破了澳洲华人职员马珂（雷佳音 饰）的平静生活。消失多年的前女友周雯（汤唯 饰）突然出现、神秘杀手接踵而至。面对层层追杀，马珂带周雯奔赴非洲寻找真相。他逐渐意识到，自己正在负责的跨国交易背后另有阴谋，是做个“吹哨人”向社会公布真相？还是视而不见明哲保身？马珂不得面对两难选择。与此同时，马珂发现本以为和自己“同病相怜”的周雯也绝不是看上去那么“简单”。真相越埋越深，更大的危机也正在逼近…… ,汉语普通话 ,雷佳音 Jiayin Lei ,139分钟 ,2019-12-06(中国大陆) 
56,Two Tigers ,中国大陆 ,剧情/喜剧,ftp://ygdy8:ygdy8@yg18.dydytt.net:8001/阳光电影www.ygdy8.com.两只老虎.HD.1080p.国语中英双字.mp4,低配绑匪遇上了极品人质，威逼不成，反被人质利诱，替人质办了三件事的荒诞喜剧。 ,普通话 ,葛优 You Ge ,96分钟 ,2019-11-29(中国大陆) 
57,Lost in Russia ,中国大陆 ,剧情/喜剧,ftp://ygdy8:ygdy8@yg18.dydytt.net:4001/阳光电影www.ygdy8.com.囧妈.HD.1080p.国语中英双字.mp4,最值得期待的华语电影(提名) ,普通话 ,徐峥 Zheng Xu ,126分钟 ,2020-01-25(中国大陆) 
58,A Witness out of the Blue ,中国香港 ,悬疑/惊悚/犯罪,ftp://ygdy8:ygdy8@yg90.dydytt.net:8050/阳光电影www.ygdy8.com.犯罪现场.BD.1080p.国粤双语中字.mkv,《犯罪現場》以通缉犯徐糠伏尸屋事件开始，负责调查的警官林法栋（张继聪 饰）发现涉及一宗一个月前的劫案，当中同谋包括汪新元（古天乐 饰）、红毛（凌文龙 饰）与欧阳（李灿森 饰），而犯罪现场唯一目击证人是一只鹦鹉，林法栋锁定汪新元为嫌犯。不过案情卻不如想像中直接…… ,粤语/国语 ,古天乐 Louis Koo ,105分钟 ,2019-10-12(中国) / 2019-10-24(中国香港) 
59,Little Q ,中国/中国香港 ,剧情,ftp://ygdy8:ygdy8@yg18.dydytt.net:8002/阳光电影www.ygdy8.com.小Q.BD.1080p.国粤双语中字.mkv,本片讲述了聪明可爱的小Q在训练师悉心照料和训练过程中成长为一只合格的导盲犬，并遇到了主人李宝庭（任达华饰）——中年失明、孤僻又坏脾气的天才糕点师。他们共同生活的日子里，小Q逐渐融化并走入了宝庭的心里，温情的陪伴令处于低谷期的宝庭有了新 生活，一人一犬，深深的羁绊，他们谁也无法再失去彼此。 ,粤语/普通话 ,任达华 Simon Yam ,107分钟 ,2019-08-15(中国香港) / 2019-09-20(中国) 
60,催眠·裁决/催眠裁決 ,中国香港/中国大陆 ,悬疑/犯罪,ftp://ygdy8:ygdy8@yg39.dydytt.net:5005/阳光电影www.ygdy8.com.催眠·裁决.BD.1080p.国粤双语中字.mkv,轰动全港的林氏家族凶杀案踏入审讯最后一天，陪审团准备退庭商议时，成员之一许立生（张家辉饰）突然收到女儿茵茵（艾米饰）被绑架的消息，神秘人要求曾为国际催眠权威的立生通过催眠术令陪审团裁定被告谋杀罪名成立，否则其女儿将被撕票，这也就意味着立生必须在狭小的空间内、众目睽睽之下，不用专业工具隐秘地催眠至少4个人。立生偷偷将茵茵被绑架的讯息转发给曾为国内特种部队成员的小舅杨凯（张翰饰）后，进入了退庭商议室… ,粤语/普通话 ,张家辉 Nick Cheung ,94分钟 ,2019-10-25(中国大陆) / 2019-11-07(中国香港) 
61,Only Cloud Knows ,中国大陆 ,剧情/爱情,ftp://ygdy8:ygdy8@yg18.dydytt.net:7003/阳光电影www.ygdy8.com.只有芸知道.HD.1080p.国语中英双字.mkv,改编自冯小刚挚友的真实爱情经历，讲述了隋东风和罗芸之间相濡以沫的动人爱情故事。但罗芸隐藏了一个只有她知道的秘密，秘密的背后却是她对隋东风刻骨铭心的爱…… ,"普通话,英语 ",黄轩 Xuan Huang ,132分钟 ,2019-12-20(中国大陆) 
62,Almost a Comedy ,中国大陆 ,喜剧/爱情,ftp://ygdy8:ygdy8@yg18.dydytt.net:8003/阳光电影www.ygdy8.com.半个喜剧.HD.1080p.国语中字.mkv,三个自由浪漫的年轻人，过着各怀心思的人生：有人急着摆脱单身，有人想在结婚前放荡一番，有人想在 大城市站稳脚跟。因为一次情感出轨，三人扭结成了一团“嬉笑怒骂”的乱麻。当各种价值观碰撞在一起， 当一个人需要平衡亲情友情与爱情......他们慌乱的生活，就像是半个喜剧。 ,普通话 ,任素汐 Suxi Ren ,111分钟 ,2019-12-20(中国大陆) 
63,Dranon Action:Top Secret Code ,中国 ,动作,ftp://ygdy8:ygdy8@yg45.dydytt.net:3178/阳光电影www.ygdy8.com.猛龙行动之绝密代码.HD.1080p.国语中字.mp4,唐龙只身前往营救甜甜，犯罪团伙也布下阴谋等待唐龙，一场生死较量的恶战即将展开…… ,普通话 ,李浩 Hao Li ,77分钟 ,2019-01-05(中国) 
64,Terror Express/The Express ,中国 ,惊悚,ftp://ygdy8:ygdy8@yg72.dydytt.net:8331/阳光电影www.ygdy8.com.恐怖快递.HD.720p.国语中字.mkv,罗刚（李晨浩 饰）和林娜（汤晶媚 饰）本是一对羡煞旁人的情侣，而某日林娜意外坠亡，推倒了罗刚的正常生活。在罗刚痛不欲生之时，身边好友王来（沈建宏 饰）和伊伊（任娇 饰）却接连收到神秘诡异的快递，并引发一系列离奇死亡事件。密友朱朝宇（姚一奇 饰）偶然从中发现蛛丝马迹，殊不知发给自己的快递也在悄然送来。恐怖快递如影随形，只有林娜的妹妹林洁（汤晶媚 饰）陪在罗刚身旁，与他一步步接近事件真相…… ,普通话 ,李晨浩 Leon Lee ,90分钟 ,2018-11-23(中国) 
65,Painted Skin: The Double Mask ,中国 ,惊悚/恐怖,ftp://ygdy8:ygdy8@yg72.dydytt.net:7060/阳光电影www.ygdy8.com.午夜整容室.HD.1080p.国语中字.mkv,根据真实探访龙泉闹鬼医院改编，最近龙泉的一所“废弃整容医院”，突然变成网红，只因前几年这家整形医院因为整容事故造成一个女孩离奇死亡，随后这家医院的工作人员频繁失踪等灵异事件，不久医院废弃了，在这之后经常有人听到里面有女孩声嘶力竭的哭叫声…… ,普通话 ,赖晶晶 Jingjing Lai ,82分钟 ,2018-12-14(中国) 
66,Adventure in time and space ,中国 ,动画/家庭/冒险,ftp://ygdy8:ygdy8@yg72.dydytt.net:8333/阳光电影www.ygdy8.com.超时空大冒险.HD.1080p.国语中字.mkv,很久很久以前，银河系有一个大魔王叫索克大魔王，他妄想统治世界，却被一个神秘法器打败，五百年后，索克大魔王再次回来世间，并开始了一个更加离奇的计划，沙漠巨蝎、洞穴迷宫、火山巨人，喷火恐龙，外星人卡卡超越时空带着乐乐和朵朵开启一段寻找神器的冒险之旅。 ,普通话 ,,75分钟 ,2018-12-01(中国) 
67,我杀死了巨人/巨人女杀手/杀死巨人的女孩(台) ,美国/英国/比利时 ,剧情/惊悚/奇幻,ftp://ygdy8:ygdy8@yg45.dydytt.net:7379/阳光电影www.ygdy8.com.我杀死了巨人.BD.720p.中英双字幕.mkv,安德斯·瓦尔特执导的奇幻惊悚片[我杀巨人]曝光首款海报。该片由佐伊·索尔达娜、伊莫琴·普茨([房车])、麦迪逊·沃尔夫([招魂2])等主演。故事讲述述芭芭拉(麦迪逊·沃尔夫饰)选择逃离学校和家庭生活，因为这样可以回到神奇的巨人世界。 ,英语 ,麦迪逊·沃尔夫 Madison Wolfe ,106分钟 ,2017-09-09(多伦多电影节)/2018-03-23(美国)/2018-04-06(英国) 
68,无双 ,中国/中国香港 ,剧情/动作/犯罪,ftp://ygdy8:ygdy8@yg90.dydytt.net:8463/阳光电影www.ygdy8.com.无双.HD.720p.粤语中字.mkv,《无双》讲述了以代号“画家”（周润发 饰）为首的犯罪团伙，掌握了制造伪钞技术，难辨真伪，并在全球进行交易获取利益，引起警方高度重视。然而“画家”和其他成员的身份一直成谜，警方的破案进度遭受到了前所未有的挑战。在关键时刻，擅长绘画的李问（郭富城 饰）打开了破案的突破口，而“画家”的真实身份却让众人意想不到…… ,粤语 ,周润发 Yun-Fat Chow ,130分钟 ,2018-09-30(中国)/2018-10-04(香港) 
69,Airpocalypse ,中国大陆 ,喜剧/奇幻,ftp://ygdy8:ygdy8@yg72.dydytt.net:8338/阳光电影www.ygdy8.com.天气预爆.HD.720p.国语中字.mkv,号称“自杀干预大师”的心理医生马乐，专靠别人生活的不如意发财，一日天降“寿星”砸中了马乐，误吸仙气的马乐被告知世界正在崩溃边缘，只有找齐被贬入凡间的风雨雷电四神才能改变一切，于是众神与凡人一同踏上了一段爆笑奇幻又紧张刺激的旅程.... ,普通话 ,肖央 Yang Xiao ,104分钟 ,2018-12-21(中国) 
70,大师兄/我的老师是拳霸 ,中国/中国香港 ,喜剧/动作,ftp://ygdy8:ygdy8@yg45.dydytt.net:7383/阳光电影www.ygdy8.com.大师兄.BD.720p.国粤双语中字.mkv,陈侠，一位初出茅庐的教师，他的学生全是品学皆劣的边缘青年，陈侠运用非常教学的手法，从家访、投其所好、甚至修补各人的家庭关系，化解每位学生的问题，最终把全班学生收服！一切向好之际，陈侠遇到黑道人物鹰哥，为了学生，陈侠跟鹰哥展开一场守护学生前途的终极大战！ ,国语/粤语 ,甄子丹 Donnie Yen ,100分钟 ,
71,China Peacekeeping Forces/Peacekeeping Force ,中国 ,剧情/动作/战争,ftp://ygdy8:ygdy8@yg45.dydytt.net:3182/阳光电影www.ygdy8.com.中国蓝盔.HD.720p.国语中英双字.mkv,电影频道传媒大奖(提名) 宁海强 ,普通话 ,徐洪浩 Honghao Xu ,96分钟 ,2018-06-18(上海电影节)/2018-11-23(中国) 
72,Kung Fu Monster/When Robbers Meet The Monster ,中国/中国香港 ,喜剧/奇幻/武侠,ftp://ygdy8:ygdy8@yg72.dydytt.net:8341/阳光电影www.ygdy8.com.武林怪兽.HD.1080p.国粤双语中字.mkv,屈服？反转？逆套路？这是一个超乎你想象的武林爆笑故事！东厂悬赏价值三万两的奶凶怪兽，让各方异士垂涎不已。一波杂烩大侠们临时组队，做起了一夜暴富的白日梦，古天乐郭碧婷貌合神离、陈学冬欺软怕硬、周冬雨威逼利诱、潘斌龙孔连顺颜值狙击，各路大侠花样百出！到底谁能走向人生巅峰呢？ ,普通话 ,古天乐 Louis Koo ,104分钟 ,2018-12-21(中国) 
73,无双 ,中国/中国香港 ,剧情/动作/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:7385/阳光电影www.ygdy8.com.无双.BD.720p.中英双字幕.mkv,《无双》讲述了以代号“画家”（周润发 饰）为首的犯罪团伙，掌握了制造伪钞技术，难辨真伪，并在全球进行交易获取利益，引起警方高度重视。然而“画家”和其他成员的身份一直成谜，警方的破案进度遭受到了前所未有的挑战。在关键时刻，擅长绘画的李问（郭富城 饰）打开了破案的突破口，而“画家”的真实身份却让众人意想不到…… ,普通话/粤语/英语/泰语/波兰语 ,周润发 Yun-Fat Chow ,130分钟 ,2018-09-30(中国)/2018-10-04(香港) 
74,最后一搏/终极衡量/钢铁勋章(台) ,美国 ,剧情/战争,ftp://ygdy8:ygdy8@yg39.dydytt.net:6011/阳光电影www.ygdy8.com.最后一搏.BD.1080p.中英双字幕.mkv,故事的主人公是一个很有野心的政府官僚。某天他接受了一件棘手的任务：完成一份关于授予一个英雄以国家最高荣誉的报告。问题是，这个英雄的事迹是发生在四十年前，而且并不像通常的那样毫无瑕疵。在调查这起事件中，主人公的生活发生了难以预料的改变，同时也殃及了周围的人们…… ,英语 ,塞缪尔·杰克逊 Samuel L. Jackson ,110分钟 ,2020-01-24(美国) 
75,Disturbed Souls on Campus ,中国 ,惊悚/恐怖,ftp://ygdy8:ygdy8@yg90.dydytt.net:8444/阳光电影www.ygdy8.com.开学悸.HD.1080p.国语中英双字.mkv,《开学悸》由《伤疤》、《相见》和《自习室》三个故事组成，以风靡一时的真实校园怪谈为题材，使这些古老的传说在不同的时空中重现活力。影片以女生桃子独自在自习室等待男友的场景展开，男友在电话中给桃子讲了两个校园中的恐怖传说，直到两个故事结束，男友都没有出现，而与此同时，一个黑影正从桃子的身后慢慢接近她，就此展开了影片的第三个故事。 ,普通话 ,秦语 Yu Qin ,86分钟 ,2018-11-09(中国) 
76,Qi Lin Te Zhan Dui Zhi Ji Jia He Xin ,中国 ,科幻,ftp://ygdy8:ygdy8@yg72.dydytt.net:8321/阳光电影www.ygdy8.com.麒麟特战队之机甲核心.HD.1080p.国语中字.mkv,2069年，清洁能源革命完成，月球成为解决地球能源危机的理想之地。一艘国际能源集团的月球运输船被偷袭，所运载的新型核能材料He-3被曾经叛逃能源集团的科学狂人KSTAN劫持，KSTAN妄图用He-3配合氢同位素完成他的机甲核心来摧毁能源集团。于是此时已经流入黑市的氢同位素混合器，成为了国际能源集团（科技商业组织）、东亚安全联合部（政 府部门）和以KSTAN为首的黑色黎明组织（恐怖组织）三方势力的共同目标，一场围绕氢同位素的混战即将打响…… ,普通话 ,曾志伟 Eric Tsang ,,2018-08-03(中国) 
77,Special forces return 3 top secret battlefield ,中国 ,剧情/动作/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:7373/阳光电影www.ygdy8.com.特种兵归来3：绝密战场.HD.1080p.国语中字.mp4,马跃的妻子莉莉挺着大肚子，准备产检。就在这个时候，一伙儿匪徒悄然绑架了莉莉，她给马跃的电话打到一半就断了，聪明的莉莉在匪徒动手控制她之前，将马跃送给她的定位手表摘下来，塞进衣服里。马跃意识到莉莉发生不测，赶紧通知了龙卫和陆大山。他们通过莉莉的手表追踪到匪徒的路线，紧急尾随。没想到追踪到一处民房，却遭遇陷进。原来莉莉的手表被匪首刘飞龙发现，他们已转移莉莉，并对血狼张网以待…… ,普通话 ,傅程鹏 Chengpeng Fu ,,2018-12-14(中国) 
78,Golden Job ,中国 ,动作/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:8373/阳光电影www.ygdy8.com.黄金兄弟.BD.720p.粤语中字.mkv,狮王（郑伊健 饰）、火山（陈小春 饰）、Bill（谢天华 饰）、淡定（钱嘉乐 饰）、老鼠（林晓峰 饰）五个出生入死的兄弟，在恩师曹sir（曾志伟 饰）的带领下，为了救济儿童而偷取特效药，却惨遭设局，陷入枪林弹雨的险境之中。兄弟们抱着视死如归的豪情，展开一连串的追查与激战。他们明白，即使无法活着回来，也比一人活着痛快！ ,粤语 ,郑伊健 Ekin Cheng ,99分钟 ,2018-09-20(中国香港) / 2018-09-21(中国) 
